created_at,entry_id,field1,latitude,longitude,elevation,status
2025-01-26T22:26:01+00:00,1,31.30000,,,,
2025-01-26T22:26:19+00:00,2,31.30000,,,,
2025-01-26T22:26:38+00:00,3,31.30000,,,,
2025-01-26T22:28:55+00:00,4,32.80000,,,,
2025-01-26T22:29:13+00:00,5,32.80000,,,,
2025-01-26T22:29:31+00:00,6,32.30000,,,,
2025-01-26T22:29:49+00:00,7,31.80000,,,,
2025-01-26T22:30:08+00:00,8,31.80000,,,,
2025-01-26T22:30:26+00:00,9,31.30000,,,,
2025-01-26T22:34:18+00:00,10,29.80000,,,,
2025-01-26T22:34:39+00:00,11,29.80000,,,,
2025-01-26T22:34:55+00:00,12,29.80000,,,,
2025-01-26T22:35:12+00:00,13,29.80000,,,,
2025-01-26T22:35:29+00:00,14,29.80000,,,,
2025-01-26T22:35:56+00:00,15,29.80000,,,,
2025-01-26T22:36:13+00:00,16,29.80000,,,,
2025-01-26T22:36:30+00:00,17,29.80000,,,,
2025-01-26T22:36:47+00:00,18,29.80000,,,,
2025-01-26T22:37:04+00:00,19,29.80000,,,,
2025-01-26T22:37:21+00:00,20,29.80000,,,,
2025-01-26T22:37:38+00:00,21,29.80000,,,,
2025-01-26T22:37:55+00:00,22,29.80000,,,,
2025-01-26T22:38:12+00:00,23,29.80000,,,,
2025-01-26T22:38:28+00:00,24,29.80000,,,,
2025-01-26T22:38:45+00:00,25,29.80000,,,,
2025-01-26T22:39:03+00:00,26,29.80000,,,,
2025-01-26T22:39:20+00:00,27,29.80000,,,,
2025-01-26T22:39:37+00:00,28,29.80000,,,,
2025-01-26T22:39:54+00:00,29,29.80000,,,,
2025-01-26T22:40:11+00:00,30,29.80000,,,,
2025-01-26T22:40:28+00:00,31,29.80000,,,,
2025-01-26T22:40:45+00:00,32,29.80000,,,,
2025-01-26T22:41:02+00:00,33,29.80000,,,,
2025-01-26T22:41:20+00:00,34,29.80000,,,,
2025-01-26T22:41:37+00:00,35,29.80000,,,,
2025-01-26T22:41:54+00:00,36,29.80000,,,,
2025-01-26T22:42:11+00:00,37,29.80000,,,,
2025-01-26T22:42:29+00:00,38,29.80000,,,,
2025-01-26T22:42:46+00:00,39,29.80000,,,,
2025-01-26T22:43:03+00:00,40,29.80000,,,,
2025-01-26T22:43:20+00:00,41,29.80000,,,,
2025-01-26T22:43:37+00:00,42,29.80000,,,,
2025-01-26T22:43:55+00:00,43,29.80000,,,,
2025-01-26T22:44:12+00:00,44,29.80000,,,,
2025-01-26T22:44:29+00:00,45,29.80000,,,,
2025-01-26T22:44:47+00:00,46,29.80000,,,,
2025-01-26T22:45:04+00:00,47,29.80000,,,,
2025-01-26T22:45:21+00:00,48,29.80000,,,,
2025-01-26T22:45:38+00:00,49,29.80000,,,,
2025-01-26T23:10:28+00:00,50,29.80000,,,,
2025-01-26T23:10:45+00:00,51,29.80000,,,,
2025-01-26T23:11:46+00:00,52,29.80000,,,,
2025-01-26T23:12:13+00:00,53,29.80000,,,,
2025-01-26T23:12:30+00:00,54,29.80000,,,,
2025-01-26T23:12:46+00:00,55,29.80000,,,,
2025-01-26T23:13:03+00:00,56,30.80000,,,,
2025-01-26T23:13:19+00:00,57,30.80000,,,,
2025-01-26T23:13:36+00:00,58,30.80000,,,,
2025-01-26T23:13:53+00:00,59,31.30000,,,,
2025-01-26T23:14:09+00:00,60,30.80000,,,,
2025-01-26T23:14:26+00:00,61,30.80000,,,,
2025-01-26T23:14:43+00:00,62,30.20000,,,,
2025-01-26T23:14:59+00:00,63,30.20000,,,,
2025-01-26T23:15:16+00:00,64,30.20000,,,,
2025-01-26T23:15:32+00:00,65,29.80000,,,,
2025-01-26T23:15:49+00:00,66,29.80000,,,,
2025-01-26T23:16:06+00:00,67,29.80000,,,,
2025-01-26T23:16:22+00:00,68,29.80000,,,,
2025-01-26T23:16:39+00:00,69,29.80000,,,,
2025-01-26T23:16:56+00:00,70,29.80000,,,,
2025-01-26T23:17:12+00:00,71,29.80000,,,,
2025-01-26T23:17:29+00:00,72,29.80000,,,,
2025-01-26T23:17:46+00:00,73,29.80000,,,,
2025-01-26T23:18:02+00:00,74,29.80000,,,,
2025-01-26T23:18:19+00:00,75,29.80000,,,,
2025-01-26T23:18:36+00:00,76,29.80000,,,,
2025-01-26T23:21:27+00:00,77,29.80000,,,,
2025-01-26T23:21:44+00:00,78,29.80000,,,,
2025-01-26T23:22:02+00:00,79,29.80000,,,,
2025-01-26T23:22:19+00:00,80,29.80000,,,,
2025-01-26T23:22:35+00:00,81,29.80000,,,,
2025-01-26T23:22:52+00:00,82,29.80000,,,,
2025-01-26T23:23:09+00:00,83,29.80000,,,,
2025-01-26T23:23:26+00:00,84,29.80000,,,,
2025-01-26T23:23:42+00:00,85,29.80000,,,,
2025-01-26T23:23:59+00:00,86,29.80000,,,,
2025-01-26T23:24:16+00:00,87,29.80000,,,,
2025-01-26T23:24:32+00:00,88,29.80000,,,,
2025-01-26T23:24:49+00:00,89,29.80000,,,,
2025-01-26T23:25:06+00:00,90,29.80000,,,,
2025-01-26T23:25:23+00:00,91,29.80000,,,,
2025-01-26T23:25:39+00:00,92,29.80000,,,,
2025-01-26T23:25:56+00:00,93,29.80000,,,,
2025-01-26T23:26:13+00:00,94,29.80000,,,,
2025-01-26T23:26:29+00:00,95,29.80000,,,,
2025-01-26T23:26:46+00:00,96,29.80000,,,,
2025-01-26T23:27:03+00:00,97,29.80000,,,,
2025-01-26T23:27:19+00:00,98,29.80000,,,,
2025-01-26T23:27:36+00:00,99,29.80000,,,,
2025-01-26T23:27:53+00:00,100,29.80000,,,,
2025-01-26T23:28:10+00:00,101,29.80000,,,,
2025-01-26T23:28:26+00:00,102,29.80000,,,,
2025-01-26T23:28:43+00:00,103,29.80000,,,,
2025-01-26T23:29:00+00:00,104,29.80000,,,,
2025-01-26T23:29:16+00:00,105,29.80000,,,,
2025-01-26T23:29:33+00:00,106,29.80000,,,,
2025-01-26T23:29:49+00:00,107,29.80000,,,,
2025-01-26T23:30:06+00:00,108,29.80000,,,,
2025-01-26T23:30:22+00:00,109,29.80000,,,,
2025-01-26T23:30:39+00:00,110,29.80000,,,,
2025-01-26T23:30:56+00:00,111,29.80000,,,,
2025-01-26T23:31:12+00:00,112,29.80000,,,,
2025-01-26T23:31:29+00:00,113,29.80000,,,,
2025-01-26T23:31:46+00:00,114,29.80000,,,,
2025-01-26T23:32:03+00:00,115,29.80000,,,,
2025-01-26T23:32:19+00:00,116,29.80000,,,,
2025-01-26T23:32:36+00:00,117,29.80000,,,,
2025-01-26T23:32:53+00:00,118,29.80000,,,,
2025-01-26T23:36:15+00:00,119,29.80000,,,,
2025-01-26T23:36:32+00:00,120,29.80000,,,,
2025-01-26T23:36:48+00:00,121,29.80000,,,,
2025-01-26T23:37:05+00:00,122,29.80000,,,,
2025-01-26T23:37:22+00:00,123,29.80000,,,,
2025-01-26T23:37:38+00:00,124,29.80000,,,,
2025-01-26T23:50:10+00:00,125,31.30000,,,,
2025-01-26T23:50:27+00:00,126,30.80000,,,,
2025-01-26T23:50:43+00:00,127,30.80000,,,,
2025-01-26T23:51:00+00:00,128,30.80000,,,,
2025-01-26T23:51:17+00:00,129,30.20000,,,,
2025-01-26T23:51:33+00:00,130,30.20000,,,,
2025-01-26T23:51:50+00:00,131,30.20000,,,,
2025-01-26T23:52:07+00:00,132,30.20000,,,,
2025-01-26T23:52:23+00:00,133,30.20000,,,,
2025-01-26T23:52:40+00:00,134,30.20000,,,,
2025-01-26T23:52:56+00:00,135,30.20000,,,,
2025-01-26T23:53:13+00:00,136,30.20000,,,,
2025-01-26T23:53:30+00:00,137,30.20000,,,,
2025-01-26T23:53:46+00:00,138,30.20000,,,,
2025-01-26T23:54:03+00:00,139,30.20000,,,,
2025-01-26T23:54:20+00:00,140,30.20000,,,,
2025-01-26T23:54:36+00:00,141,30.20000,,,,
2025-01-26T23:54:53+00:00,142,30.20000,,,,
2025-01-26T23:55:09+00:00,143,30.20000,,,,
2025-01-26T23:55:26+00:00,144,30.20000,,,,
2025-01-26T23:55:43+00:00,145,30.20000,,,,
2025-01-26T23:56:00+00:00,146,30.20000,,,,
2025-01-26T23:56:16+00:00,147,30.20000,,,,
2025-01-26T23:56:33+00:00,148,30.20000,,,,
2025-01-26T23:56:49+00:00,149,29.80000,,,,
2025-01-26T23:57:06+00:00,150,29.30000,,,,
2025-01-26T23:57:23+00:00,151,29.30000,,,,
2025-01-26T23:57:39+00:00,152,28.90000,,,,
2025-01-26T23:57:56+00:00,153,30.80000,,,,
2025-01-26T23:58:12+00:00,154,32.80000,,,,
2025-01-26T23:58:29+00:00,155,31.30000,,,,
2025-01-26T23:58:46+00:00,156,30.80000,,,,
2025-01-26T23:59:02+00:00,157,30.20000,,,,
2025-01-26T23:59:19+00:00,158,30.20000,,,,
2025-01-26T23:59:35+00:00,159,30.20000,,,,
2025-01-26T23:59:52+00:00,160,30.20000,,,,
2025-01-27T00:00:09+00:00,161,30.20000,,,,
2025-01-27T00:00:25+00:00,162,30.20000,,,,
2025-01-27T00:00:42+00:00,163,30.20000,,,,
2025-01-27T00:00:59+00:00,164,30.20000,,,,
2025-01-27T00:01:15+00:00,165,30.20000,,,,
2025-01-27T00:01:32+00:00,166,30.20000,,,,
2025-01-27T00:01:49+00:00,167,30.20000,,,,
2025-01-27T00:02:05+00:00,168,30.20000,,,,
2025-01-27T00:02:22+00:00,169,30.20000,,,,
2025-01-27T00:02:38+00:00,170,30.20000,,,,
2025-01-27T00:02:55+00:00,171,30.20000,,,,
2025-01-27T00:03:12+00:00,172,30.20000,,,,
2025-01-28T12:45:44+00:00,173,31.80000,,,,
2025-01-28T12:46:01+00:00,174,31.80000,,,,
2025-01-28T12:46:18+00:00,175,31.80000,,,,
2025-01-28T12:46:34+00:00,176,31.60000,,,,
2025-01-28T12:46:51+00:00,177,31.30000,,,,
2025-01-28T12:47:08+00:00,178,31.30000,,,,
2025-01-28T12:47:24+00:00,179,31.30000,,,,
2025-01-28T12:47:41+00:00,180,31.30000,,,,
2025-01-28T12:47:58+00:00,181,31.30000,,,,
2025-01-28T12:48:15+00:00,182,31.30000,,,,
2025-01-28T12:48:31+00:00,183,31.30000,,,,
2025-01-28T12:48:48+00:00,184,31.30000,,,,
2025-01-28T12:49:05+00:00,185,31.30000,,,,
2025-01-28T12:49:21+00:00,186,31.30000,,,,
2025-01-28T12:49:38+00:00,187,31.30000,,,,
2025-01-28T12:49:55+00:00,188,31.30000,,,,
2025-01-28T12:50:12+00:00,189,31.30000,,,,
2025-01-28T12:50:28+00:00,190,31.30000,,,,
2025-01-28T12:50:45+00:00,191,31.30000,,,,
2025-01-28T12:51:02+00:00,192,31.20000,,,,
2025-01-28T12:51:18+00:00,193,30.80000,,,,
2025-01-28T12:51:35+00:00,194,30.80000,,,,
2025-01-28T12:51:52+00:00,195,30.80000,,,,
2025-01-28T12:52:09+00:00,196,30.80000,,,,
2025-01-28T12:52:25+00:00,197,30.80000,,,,
2025-01-28T12:52:42+00:00,198,30.80000,,,,
2025-01-28T12:52:59+00:00,199,30.80000,,,,
2025-01-28T12:53:30+00:00,200,30.80000,,,,
2025-01-28T12:54:09+00:00,201,28.50000,,,,
2025-01-28T12:54:26+00:00,202,28.50000,,,,
2025-01-28T12:54:42+00:00,203,28.00000,,,,
2025-01-28T12:54:59+00:00,204,27.10000,,,,
2025-01-28T12:55:16+00:00,205,27.60000,,,,
2025-01-28T12:55:32+00:00,206,28.30000,,,,
2025-01-28T12:55:49+00:00,207,28.90000,,,,
2025-01-28T12:56:05+00:00,208,29.00000,,,,
2025-01-28T12:56:22+00:00,209,29.30000,,,,
2025-01-28T12:56:39+00:00,210,29.80000,,,,
2025-01-28T12:56:55+00:00,211,29.80000,,,,
2025-01-28T12:57:12+00:00,212,29.80000,,,,
2025-01-28T12:57:29+00:00,213,30.20000,,,,
2025-01-28T12:57:45+00:00,214,30.20000,,,,
2025-01-28T12:58:02+00:00,215,30.20000,,,,
2025-01-28T12:58:19+00:00,216,30.20000,,,,
2025-01-28T12:58:35+00:00,217,30.20000,,,,
2025-01-28T12:58:52+00:00,218,30.20000,,,,
2025-01-28T12:59:08+00:00,219,30.20000,,,,
2025-01-28T12:59:25+00:00,220,30.60000,,,,
2025-01-28T12:59:42+00:00,221,30.80000,,,,
2025-01-28T12:59:59+00:00,222,30.80000,,,,
2025-01-28T13:00:16+00:00,223,30.80000,,,,
2025-01-28T13:00:32+00:00,224,30.20000,,,,
2025-01-28T13:00:49+00:00,225,29.30000,,,,
2025-01-28T13:01:06+00:00,226,28.90000,,,,
2025-01-28T13:56:25+00:00,227,31.30000,,,,
2025-01-28T13:56:41+00:00,228,31.30000,,,,
2025-01-28T13:56:58+00:00,229,31.30000,,,,
2025-01-28T13:57:15+00:00,230,31.30000,,,,
2025-01-28T13:57:31+00:00,231,31.30000,,,,
2025-01-28T13:57:48+00:00,232,31.30000,,,,
2025-01-28T13:58:04+00:00,233,31.30000,,,,
2025-01-28T13:58:21+00:00,234,30.80000,,,,
2025-01-28T13:58:38+00:00,235,30.20000,,,,
2025-01-28T13:58:54+00:00,236,29.80000,,,,
2025-01-28T13:59:11+00:00,237,29.30000,,,,
2025-01-28T13:59:28+00:00,238,28.90000,,,,
2025-01-28T13:59:44+00:00,239,28.50000,,,,
2025-01-28T14:00:01+00:00,240,28.50000,,,,
2025-01-28T14:00:17+00:00,241,29.30000,,,,
2025-01-28T14:00:34+00:00,242,29.60000,,,,
2025-01-28T14:00:51+00:00,243,30.20000,,,,
2025-01-28T14:01:07+00:00,244,30.80000,,,,
2025-01-28T14:01:24+00:00,245,30.80000,,,,
2025-01-28T14:01:41+00:00,246,30.80000,,,,
2025-01-28T14:01:57+00:00,247,30.20000,,,,
2025-01-28T14:02:14+00:00,248,29.30000,,,,
2025-01-28T14:02:31+00:00,249,28.50000,,,,
2025-01-28T14:02:47+00:00,250,28.00000,,,,
2025-01-28T14:03:04+00:00,251,27.60000,,,,
2025-01-28T14:03:20+00:00,252,28.00000,,,,
2025-01-28T14:03:37+00:00,253,28.90000,,,,
2025-01-28T14:03:54+00:00,254,29.30000,,,,
2025-01-28T14:04:11+00:00,255,29.80000,,,,
2025-01-28T14:04:27+00:00,256,29.80000,,,,
2025-01-28T14:04:44+00:00,257,30.20000,,,,
2025-01-28T14:05:01+00:00,258,30.20000,,,,
2025-01-28T14:05:17+00:00,259,30.60000,,,,
2025-01-28T14:05:40+00:00,260,30.80000,,,,
2025-01-28T14:05:57+00:00,261,30.80000,,,,
2025-01-28T14:06:14+00:00,262,30.80000,,,,
2025-01-28T14:06:30+00:00,263,30.80000,,,,
2025-01-28T14:06:47+00:00,264,29.80000,,,,
2025-01-28T14:07:03+00:00,265,29.30000,,,,
2025-01-28T14:07:28+00:00,266,29.30000,,,,
2025-01-28T14:07:44+00:00,267,29.30000,,,,
2025-01-28T14:08:01+00:00,268,29.60000,,,,
2025-01-28T14:08:18+00:00,269,29.80000,,,,
2025-01-28T14:08:34+00:00,270,30.20000,,,,
2025-01-28T14:08:51+00:00,271,30.20000,,,,
2025-01-28T14:09:08+00:00,272,30.20000,,,,
2025-01-28T14:09:24+00:00,273,30.20000,,,,
2025-01-28T14:09:41+00:00,274,30.00000,,,,
2025-01-28T14:09:57+00:00,275,29.30000,,,,
2025-01-28T14:10:14+00:00,276,28.90000,,,,
2025-01-28T14:10:31+00:00,277,28.50000,,,,
2025-01-28T14:10:47+00:00,278,28.00000,,,,
2025-01-28T14:11:04+00:00,279,28.00000,,,,
2025-01-28T14:11:21+00:00,280,28.50000,,,,
2025-01-28T14:11:37+00:00,281,28.90000,,,,
2025-01-28T14:11:54+00:00,282,29.30000,,,,
2025-01-28T14:12:11+00:00,283,29.30000,,,,
2025-01-28T14:12:27+00:00,284,29.80000,,,,
2025-01-28T14:12:44+00:00,285,29.80000,,,,
2025-01-28T14:13:00+00:00,286,30.20000,,,,
2025-01-28T14:13:17+00:00,287,30.20000,,,,
2025-01-28T14:24:18+00:00,288,31.30000,,,,
2025-01-28T14:24:35+00:00,289,31.30000,,,,
2025-01-28T14:24:53+00:00,290,31.30000,,,,
2025-01-28T14:25:10+00:00,291,31.30000,,,,
2025-01-28T14:25:27+00:00,292,30.80000,,,,
2025-01-28T14:25:44+00:00,293,30.30000,,,,
2025-01-28T14:26:00+00:00,294,30.20000,,,,
2025-01-28T14:26:17+00:00,295,29.80000,,,,
2025-01-28T14:26:34+00:00,296,29.30000,,,,
2025-01-28T14:26:51+00:00,297,29.30000,,,,
2025-01-28T14:27:08+00:00,298,29.00000,,,,
2025-01-28T14:27:24+00:00,299,28.90000,,,,
2025-01-28T14:27:41+00:00,300,28.90000,,,,
2025-01-28T14:27:58+00:00,301,29.30000,,,,
2025-01-28T14:28:15+00:00,302,29.30000,,,,
2025-01-28T14:28:31+00:00,303,29.80000,,,,
2025-01-28T14:28:48+00:00,304,29.80000,,,,
2025-01-28T14:29:05+00:00,305,30.20000,,,,
2025-01-28T14:29:21+00:00,306,30.20000,,,,
2025-01-28T14:29:38+00:00,307,30.60000,,,,
2025-01-28T14:29:55+00:00,308,30.60000,,,,
2025-01-28T14:30:12+00:00,309,30.20000,,,,
2025-01-28T14:30:28+00:00,310,29.30000,,,,
2025-01-28T14:30:45+00:00,311,28.90000,,,,
2025-01-28T14:31:02+00:00,312,28.90000,,,,
2025-01-28T14:31:19+00:00,313,28.50000,,,,
2025-01-28T14:31:35+00:00,314,28.50000,,,,
2025-01-28T14:31:52+00:00,315,28.90000,,,,
2025-01-28T14:32:09+00:00,316,29.30000,,,,
2025-01-28T14:32:26+00:00,317,29.30000,,,,
2025-01-28T14:32:42+00:00,318,29.80000,,,,
2025-01-28T14:32:59+00:00,319,29.80000,,,,
2025-01-28T14:33:16+00:00,320,30.20000,,,,
2025-01-28T14:33:33+00:00,321,30.20000,,,,
2025-01-28T14:33:50+00:00,322,30.30000,,,,
2025-01-29T07:51:39+00:00,323,25.80000,,,,
2025-01-29T07:52:00+00:00,324,25.80000,,,,
2025-01-29T07:52:20+00:00,325,25.80000,,,,
2025-01-29T07:52:40+00:00,326,25.80000,,,,
2025-01-29T07:53:01+00:00,327,25.80000,,,,
2025-01-29T07:53:21+00:00,328,25.80000,,,,
2025-01-29T07:53:41+00:00,329,25.80000,,,,
2025-01-29T07:54:17+00:00,330,26.20000,,,,
2025-01-29T07:57:34+00:00,331,27.60000,,,,
2025-01-29T07:57:54+00:00,332,27.60000,,,,
2025-01-29T07:58:15+00:00,333,27.10000,,,,
2025-01-29T07:58:35+00:00,334,26.70000,,,,
2025-01-29T07:58:55+00:00,335,26.70000,,,,
2025-01-29T07:59:15+00:00,336,26.20000,,,,
2025-01-29T07:59:36+00:00,337,26.20000,,,,
2025-01-29T07:59:56+00:00,338,26.20000,,,,
2025-01-29T08:00:17+00:00,339,26.70000,,,,
2025-01-29T08:00:37+00:00,340,27.10000,,,,
2025-01-29T08:00:58+00:00,341,28.00000,,,,
2025-01-29T08:01:18+00:00,342,28.90000,,,,
2025-01-29T08:01:54+00:00,343,28.90000,,,,
2025-01-29T08:02:15+00:00,344,29.60000,,,,
2025-01-29T08:04:30+00:00,345,28.00000,,,,
2025-01-29T08:04:51+00:00,346,28.00000,,,,
2025-01-29T08:05:11+00:00,347,27.60000,,,,
2025-01-29T08:05:31+00:00,348,27.60000,,,,
2025-01-29T08:05:52+00:00,349,27.10000,,,,
2025-01-29T08:06:12+00:00,350,26.70000,,,,
2025-01-29T08:06:33+00:00,351,26.70000,,,,
2025-01-29T08:06:53+00:00,352,26.20000,,,,
2025-01-29T08:07:13+00:00,353,26.20000,,,,
