Timestamp,Value,Type
12:13:08 AM.962,"Temperature: 27.10°C\r\n",received
12:13:08 AM.962,"Cloud Temperature: 27.10\r\n",received
12:13:11 AM.12,"Temperature: 27.10°C\r\n",received
12:13:11 AM.12,"Cloud Temperature: 27.10\r\n",received
12:13:13 AM.91,"Temperature: 27.10°C\r\n",received
12:13:13 AM.91,"Cloud Temperature: 27.10\r\n",received
12:13:15 AM.136,"Temperature: 27.10°C\r\n",received
12:13:15 AM.136,"Cloud Temperature: 27.10\r\n",received
12:13:17 AM.177,"Temperature: 27.10°C\r\n",received
12:13:17 AM.177,"Cloud Temperature: 27.10\r\n",received
12:13:19 AM.222,"Temperature: 27.10°C\r\n",received
12:13:19 AM.222,"Cloud Temperature: 27.10\r\n",received
12:13:21 AM.268,"Temperature: 27.10°C\r\n",received
12:13:21 AM.268,"Cloud Temperature: 27.10\r\n",received
12:13:23 AM.330,"Temperature: 27.10°C\r\n",received
12:13:23 AM.330,"Cloud Temperature: 27.10\r\n",received
12:13:25 AM.374,"Temperature: 27.10°C\r\n",received
12:13:25 AM.374,"Cloud Temperature: 27.10\r\n",received
12:13:27 AM.411,"Temperature: 27.10°C\r\n",received
12:13:27 AM.442,"Cloud Temperature: 27.10\r\n",received
12:13:29 AM.484,"Temperature: 27.10°C\r\n",received
12:13:29 AM.484,"Cloud Temperature: 27.10\r\n",received
12:13:31 AM.534,"Temperature: 27.10°C\r\n",received
12:13:31 AM.534,"Cloud Temperature: 27.10\r\n",received
12:13:33 AM.581,"Temperature: 27.10°C\r\n",received
12:13:33 AM.581,"Cloud Temperature: 27.10\r\n",received
12:13:35 AM.630,"Temperature: 27.10°C\r\n",received
12:13:35 AM.630,"Cloud Temperature: 27.10\r\n",received
12:13:37 AM.677,"Temperature: 27.10°C\r\n",received
12:13:37 AM.677,"Cloud Temperature: 27.10\r\n",received
12:13:39 AM.716,"Temperature: 27.10°C\r\n",received
12:13:39 AM.716,"Cloud Temperature: 27.10\r\n",received
12:13:41 AM.770,"Temperature: 27.10°C\r\n",received
12:13:41 AM.770,"Cloud Temperature: 27.10\r\n",received
12:13:43 AM.815,"Temperature: 27.10°C\r\n",received
12:13:43 AM.815,"Cloud Temperature: 27.10\r\n",received
12:13:45 AM.859,"Temperature: 27.10°C\r\n",received
12:13:45 AM.859,"Cloud Temperature: 27.10\r\n",received
12:13:47 AM.936,"Temperature: 27.10°C\r\n",received
12:13:47 AM.936,"Cloud Temperature: 27.10\r\n",received
12:13:49 AM.986,"Temperature: 27.10°C\r\n",received
12:13:49 AM.986,"Cloud Temperature: 27.10\r\n",received
12:13:52 AM.32,"Temperature: 27.10°C\r\n",received
12:13:52 AM.32,"Cloud Temperature: 27.10\r\n",received
12:13:54 AM.75,"Temperature: 27.10°C\r\n",received
12:13:54 AM.75,"Cloud Temperature: 27.10\r\n",received
12:13:56 AM.122,"Temperature: 27.10°C\r\n",received
12:13:56 AM.122,"Cloud Temperature: 27.10\r\n",received
12:13:58 AM.173,"Temperature: 27.10°C\r\n",received
12:13:58 AM.173,"Cloud Temperature: 27.10\r\n",received
12:14:00 AM.223,"Temperature: 27.10°C\r\n",received
12:14:00 AM.223,"Cloud Temperature: 27.10\r\n",received
12:14:02 AM.259,"Temperature: 27.10°C\r\n",received
12:14:02 AM.259,"Cloud Temperature: 27.10\r\n",received
12:14:04 AM.336,"Temperature: 27.10°C\r\n",received
12:14:04 AM.336,"Cloud Temperature: 27.10\r\n",received
12:14:06 AM.385,"Temperature: 27.10°C\r\n",received
12:14:06 AM.385,"Cloud Temperature: 27.10\r\n",received
12:14:08 AM.429,"Temperature: 27.10°C\r\n",received
12:14:08 AM.429,"Cloud Temperature: 27.10\r\n",received
12:14:10 AM.475,"Temperature: 27.10°C\r\n",received
12:14:10 AM.475,"Cloud Temperature: 27.10\r\n",received
12:14:12 AM.525,"Temperature: 27.10°C\r\n",received
12:14:12 AM.525,"Cloud Temperature: 27.10\r\n",received
12:14:14 AM.575,"Temperature: 27.10°C\r\n",received
12:14:14 AM.575,"Cloud Temperature: 27.10\r\n",received
12:14:16 AM.613,"Temperature: 27.10°C\r\n",received
12:14:16 AM.613,"Cloud Temperature: 27.10\r\n",received
12:14:18 AM.661,"Temperature: 27.10°C\r\n",received
12:14:18 AM.661,"Cloud Temperature: 27.10\r\n",received
12:14:20 AM.733,"Temperature: 27.10°C\r\n",received
12:14:20 AM.733,"Cloud Temperature: 27.10\r\n",received
12:14:22 AM.780,"Temperature: 27.10°C\r\n",received
12:14:22 AM.780,"Cloud Temperature: 27.10\r\n",received
12:14:24 AM.829,"Temperature: 27.10°C\r\n",received
12:14:24 AM.829,"Cloud Temperature: 27.10\r\n",received
12:14:26 AM.876,"Temperature: 27.10°C\r\n",received
12:14:26 AM.876,"Cloud Temperature: 27.10\r\n",received
12:14:28 AM.919,"Temperature: 27.10°C\r\n",received
12:14:28 AM.919,"Cloud Temperature: 27.10\r\n",received
12:14:30 AM.978,"Temperature: 27.10°C\r\n",received
12:14:30 AM.978,"Cloud Temperature: 27.10\r\n",received
12:14:33 AM.52,"Temperature: 27.10°C\r\n",received
12:14:33 AM.52,"Cloud Temperature: 27.10\r\n",received
12:14:35 AM.62,"Temperature: 27.10°C\r\n",received
12:14:35 AM.62,"Cloud Temperature: 27.10\r\n",received
12:14:37 AM.137,"Temperature: 27.10°C\r\n",received
12:14:37 AM.137,"Cloud Temperature: 27.10\r\n",received
12:14:39 AM.176,"Temperature: 27.10°C\r\n",received
12:14:39 AM.176,"Cloud Temperature: 27.10\r\n",received
12:14:41 AM.222,"Temperature: 27.10°C\r\n",received
12:14:41 AM.222,"Cloud Temperature: 27.10\r\n",received
12:14:43 AM.278,"Temperature: 27.10°C\r\n",received
12:14:43 AM.278,"Cloud Temperature: 27.10\r\n",received
12:14:45 AM.323,"Temperature: 27.10°C\r\n",received
12:14:45 AM.323,"Cloud Temperature: 27.10\r\n",received
12:14:47 AM.368,"Temperature: 27.10°C\r\n",received
12:14:47 AM.368,"Cloud Temperature: 27.10\r\n",received
12:14:49 AM.419,"Temperature: 27.10°C\r\n",received
12:14:49 AM.419,"Cloud Temperature: 27.10\r\n",received
12:14:51 AM.463,"Temperature: 27.10°C\r\n",received
12:14:51 AM.463,"Cloud Temperature: 27.10\r\n",received
12:14:53 AM.515,"Temperature: 27.10°C\r\n",received
12:14:53 AM.515,"Cloud Temperature: 27.10\r\n",received
12:14:55 AM.581,"Temperature: 27.10°C\r\n",received
12:14:55 AM.581,"Cloud Temperature: 27.10\r\n",received
12:14:57 AM.627,"Temperature: 27.10°C\r\n",received
12:14:57 AM.627,"Cloud Temperature: 27.10\r\n",received
12:14:59 AM.679,"Temperature: 27.10°C\r\n",received
12:14:59 AM.679,"Cloud Temperature: 27.10\r\n",received
12:15:01 AM.724,"Temperature: 27.10°C\r\n",received
12:15:01 AM.724,"Cloud Temperature: 27.10\r\n",received
12:15:03 AM.763,"Temperature: 27.10°C\r\n",received
12:15:03 AM.763,"Cloud Temperature: 27.10\r\n",received
12:15:05 AM.821,"Temperature: 27.10°C\r\n",received
12:15:05 AM.821,"Cloud Temperature: 27.10\r\n",received
12:15:07 AM.865,"Temperature: 27.10°C\r\n",received
12:15:07 AM.865,"Cloud Temperature: 27.10\r\n",received
12:15:09 AM.913,"Temperature: 27.10°C\r\n",received
12:15:09 AM.913,"Cloud Temperature: 27.10\r\n",received
12:15:11 AM.954,"Temperature: 27.10°C\r\n",received
12:15:11 AM.973,"Cloud Temperature: 27.10\r\n",received
12:15:14 AM.34,"Temperature: 27.10°C\r\n",received
12:15:14 AM.34,"Cloud Temperature: 27.10\r\n",received
12:15:16 AM.82,"Temperature: 27.10°C\r\n",received
12:15:16 AM.82,"Cloud Temperature: 27.10\r\n",received
12:15:18 AM.121,"Temperature: 27.10°C\r\n",received
12:15:18 AM.121,"Cloud Temperature: 27.10\r\n",received
12:15:20 AM.166,"Temperature: 27.10°C\r\n",received
12:15:20 AM.166,"Cloud Temperature: 27.10\r\n",received
12:15:22 AM.212,"Temperature: 27.10°C\r\n",received
12:15:22 AM.212,"Cloud Temperature: 27.10\r\n",received
12:15:24 AM.265,"Temperature: 27.10°C\r\n",received
12:15:24 AM.265,"Cloud Temperature: 27.10\r\n",received
12:15:26 AM.311,"Temperature: 27.10°C\r\n",received
12:15:26 AM.311,"Cloud Temperature: 27.10\r\n",received
12:15:28 AM.357,"Temperature: 27.10°C\r\n",received
12:15:28 AM.357,"Cloud Temperature: 27.10\r\n",received
12:15:30 AM.421,"Temperature: 27.10°C\r\n",received
12:15:30 AM.421,"Cloud Temperature: 27.10\r\n",received
12:15:32 AM.467,"Temperature: 27.10°C\r\n",received
12:15:32 AM.467,"Cloud Temperature: 27.10\r\n",received
12:15:34 AM.519,"Temperature: 27.10°C\r\n",received
12:15:34 AM.519,"Cloud Temperature: 27.10\r\n",received
12:15:36 AM.565,"Temperature: 27.10°C\r\n",received
12:15:36 AM.565,"Cloud Temperature: 27.10\r\n",received
12:15:38 AM.623,"Temperature: 27.10°C\r\n",received
12:15:38 AM.623,"Cloud Temperature: 27.10\r\n",received
12:15:40 AM.668,"Temperature: 27.10°C\r\n",received
12:15:40 AM.668,"Cloud Temperature: 27.10\r\n",received
12:15:42 AM.713,"Temperature: 27.10°C\r\n",received
12:15:42 AM.713,"Cloud Temperature: 27.10\r\n",received
12:15:44 AM.763,"Temperature: 27.10°C\r\n",received
12:15:44 AM.763,"Cloud Temperature: 27.10\r\n",received
12:15:46 AM.820,"Temperature: 27.10°C\r\n",received
12:15:46 AM.820,"Cloud Temperature: 27.10\r\n",received
12:15:48 AM.870,"Temperature: 27.10°C\r\n",received
12:15:48 AM.870,"Cloud Temperature: 27.10\r\n",received
12:15:50 AM.921,"Temperature: 27.10°C\r\n",received
12:15:50 AM.921,"Cloud Temperature: 27.10\r\n",received
12:15:52 AM.971,"Temperature: 27.10°C\r\n",received
12:15:52 AM.971,"Cloud Temperature: 27.10\r\n",received
12:15:55 AM.16,"Temperature: 27.10°C\r\n",received
12:15:55 AM.16,"Cloud Temperature: 27.10\r\n",received
12:15:57 AM.66,"Temperature: 27.10°C\r\n",received
12:15:57 AM.66,"Cloud Temperature: 27.10\r\n",received
12:15:59 AM.119,"Temperature: 27.10°C\r\n",received
12:15:59 AM.119,"Cloud Temperature: 27.10\r\n",received
12:16:01 AM.186,"Temperature: 27.10°C\r\n",received
12:16:01 AM.186,"Cloud Temperature: 27.10\r\n",received
12:16:03 AM.220,"Temperature: 27.10°C\r\n",received
12:16:03 AM.220,"Cloud Temperature: 27.10\r\n",received
12:16:05 AM.274,"Temperature: 27.10°C\r\n",received
12:16:05 AM.274,"Cloud Temperature: 27.10\r\n",received
12:16:07 AM.318,"Temperature: 27.10°C\r\n",received
12:16:07 AM.318,"Cloud Temperature: 27.10\r\n",received
12:16:09 AM.376,"Temperature: 27.10°C\r\n",received
12:16:09 AM.376,"Cloud Temperature: 27.10\r\n",received
12:16:11 AM.415,"Temperature: 27.10°C\r\n",received
12:16:11 AM.415,"Cloud Temperature: 27.10\r\n",received
12:16:13 AM.462,"Temperature: 27.10°C\r\n",received
12:16:13 AM.462,"Cloud Temperature: 27.10\r\n",received
12:16:15 AM.515,"Temperature: 27.10°C\r\n",received
12:16:15 AM.515,"Cloud Temperature: 27.10\r\n",received
12:16:17 AM.557,"Temperature: 27.10°C\r\n",received
12:16:17 AM.557,"Cloud Temperature: 27.10\r\n",received
12:16:19 AM.630,"Temperature: 27.10°C\r\n",received
12:16:19 AM.630,"Cloud Temperature: 27.10\r\n",received
12:16:21 AM.670,"Temperature: 27.10°C\r\n",received
12:16:21 AM.670,"Cloud Temperature: 27.10\r\n",received
12:16:23 AM.724,"Temperature: 27.10°C\r\n",received
12:16:23 AM.724,"Cloud Temperature: 27.10\r\n",received
12:16:25 AM.769,"Temperature: 27.10°C\r\n",received
12:16:25 AM.769,"Cloud Temperature: 27.10\r\n",received
12:16:27 AM.820,"Temperature: 27.10°C\r\n",received
12:16:27 AM.820,"Cloud Temperature: 27.10\r\n",received
12:16:29 AM.868,"Temperature: 27.10°C\r\n",received
12:16:29 AM.868,"Cloud Temperature: 27.10\r\n",received
12:16:31 AM.917,"Temperature: 27.10°C\r\n",received
12:16:31 AM.917,"Cloud Temperature: 27.10\r\n",received
12:16:33 AM.966,"Temperature: 27.10°C\r\n",received
12:16:33 AM.966,"Cloud Temperature: 27.10\r\n",received
12:16:36 AM.12,"Temperature: 27.10°C\r\n",received
12:16:36 AM.12,"Cloud Temperature: 27.10\r\n",received
12:16:38 AM.71,"Temperature: 27.10°C\r\n",received
12:16:38 AM.71,"Cloud Temperature: 27.10\r\n",received
12:16:40 AM.117,"Temperature: 27.10°C\r\n",received
12:16:40 AM.117,"Cloud Temperature: 27.10\r\n",received
12:16:42 AM.166,"Temperature: 27.10°C\r\n",received
12:16:42 AM.166,"Cloud Temperature: 27.10\r\n",received
12:16:44 AM.215,"Temperature: 27.10°C\r\n",received
12:16:44 AM.215,"Cloud Temperature: 27.10\r\n",received
12:16:46 AM.259,"Temperature: 27.10°C\r\n",received
12:16:46 AM.259,"Cloud Temperature: 27.10\r\n",received
12:16:48 AM.309,"Temperature: 27.10°C\r\n",received
12:16:48 AM.309,"Cloud Temperature: 27.10\r\n",received
12:16:50 AM.369,"Temperature: 27.10°C\r\n",received
12:16:50 AM.369,"Cloud Temperature: 27.10\r\n",received
12:16:52 AM.411,"Temperature: 27.10°C\r\n",received
12:16:52 AM.411,"Cloud Temperature: 27.10\r\n",received
12:16:54 AM.451,"Temperature: 27.10°C\r\n",received
12:16:54 AM.451,"Cloud Temperature: 27.10\r\n",received
12:16:56 AM.524,"Temperature: 27.10°C\r\n",received
12:16:56 AM.524,"Cloud Temperature: 27.10\r\n",received
12:16:58 AM.575,"Temperature: 27.10°C\r\n",received
12:16:58 AM.575,"Cloud Temperature: 27.10\r\n",received
12:17:00 AM.617,"Temperature: 27.10°C\r\n",received
12:17:00 AM.617,"Cloud Temperature: 27.10\r\n",received
12:17:02 AM.662,"Temperature: 27.10°C\r\n",received
12:17:02 AM.662,"Cloud Temperature: 27.10\r\n",received
12:17:04 AM.709,"Temperature: 27.10°C\r\n",received
12:17:04 AM.709,"Cloud Temperature: 27.10\r\n",received
12:17:06 AM.761,"Temperature: 27.10°C\r\n",received
12:17:06 AM.761,"Cloud Temperature: 27.10\r\n",received
12:17:08 AM.805,"Temperature: 27.10°C\r\n",received
12:17:08 AM.805,"Cloud Temperature: 27.10\r\n",received
12:17:10 AM.853,"Temperature: 27.10°C\r\n",received
12:17:10 AM.853,"Cloud Temperature: 27.10\r\n",received
12:17:12 AM.928,"Temperature: 27.10°C\r\n",received
12:17:12 AM.928,"Cloud Temperature: 27.10\r\n",received
12:17:14 AM.974,"Temperature: 27.10°C\r\n",received
12:17:14 AM.974,"Cloud Temperature: 27.10\r\n",received
12:17:17 AM.15,"Temperature: 27.10°C\r\n",received
12:17:17 AM.15,"Cloud Temperature: 27.10\r\n",received
12:17:19 AM.60,"Temperature: 27.10°C\r\n",received
12:17:19 AM.60,"Cloud Temperature: 27.10\r\n",received
12:17:21 AM.120,"Temperature: 27.10°C\r\n",received
12:17:21 AM.120,"Cloud Temperature: 27.10\r\n",received
12:17:23 AM.157,"Temperature: 27.10°C\r\n",received
12:17:23 AM.157,"Cloud Temperature: 27.10\r\n",received
12:17:25 AM.204,"Temperature: 27.10°C\r\n",received
12:17:25 AM.204,"Cloud Temperature: 27.10\r\n",received
12:17:27 AM.258,"Temperature: 27.10°C\r\n",received
12:17:27 AM.258,"Cloud Temperature: 27.10\r\n",received
12:17:29 AM.310,"Temperature: 27.10°C\r\n",received
12:17:29 AM.310,"Cloud Temperature: 27.10\r\n",received
12:17:31 AM.356,"Temperature: 27.10°C\r\n",received
12:17:31 AM.356,"Cloud Temperature: 27.10\r\n",received
12:17:33 AM.424,"Temperature: 27.10°C\r\n",received
12:17:33 AM.424,"Cloud Temperature: 27.10\r\n",received
12:17:35 AM.470,"Temperature: 27.10°C\r\n",received
12:17:35 AM.470,"Cloud Temperature: 27.10\r\n",received
12:17:37 AM.517,"Temperature: 27.10°C\r\n",received
12:17:37 AM.517,"Cloud Temperature: 27.10\r\n",received
12:17:39 AM.562,"Temperature: 27.10°C\r\n",received
12:17:39 AM.562,"Cloud Temperature: 27.10\r\n",received
12:17:41 AM.607,"Temperature: 27.10°C\r\n",received
12:17:41 AM.607,"Cloud Temperature: 27.10\r\n",received
12:17:43 AM.653,"Temperature: 27.10°C\r\n",received
12:17:43 AM.653,"Cloud Temperature: 27.10\r\n",received
12:17:45 AM.694,"Temperature: 27.10°C\r\n",received
12:17:45 AM.709,"Cloud Temperature: 27.10\r\n",received
12:17:47 AM.762,"Temperature: 27.10°C\r\n",received
12:17:47 AM.762,"Cloud Temperature: 27.10\r\n",received
12:17:49 AM.806,"Temperature: 27.10°C\r\n",received
12:17:49 AM.806,"Cloud Temperature: 27.10\r\n",received
12:17:51 AM.868,"Temperature: 27.10°C\r\n",received
12:17:51 AM.868,"Cloud Temperature: 27.10\r\n",received
12:17:53 AM.915,"Temperature: 27.10°C\r\n",received
12:17:53 AM.915,"Cloud Temperature: 27.10\r\n",received
12:17:55 AM.958,"Temperature: 27.10°C\r\n",received
12:17:55 AM.958,"Cloud Temperature: 27.10\r\n",received
12:17:58 AM.13,"Temperature: 27.10°C\r\n",received
12:17:58 AM.13,"Cloud Temperature: 27.10\r\n",received
12:18:00 AM.54,"Temperature: 27.10°C\r\n",received
12:18:00 AM.54,"Cloud Temperature: 27.10\r\n",received
12:18:02 AM.110,"Temperature: 27.10°C\r\n",received
12:18:02 AM.110,"Cloud Temperature: 27.10\r\n",received
12:18:04 AM.166,"Temperature: 27.10°C\r\n",received
12:18:04 AM.166,"Cloud Temperature: 27.10\r\n",received
12:18:06 AM.207,"Temperature: 27.10°C\r\n",received
12:18:06 AM.207,"Cloud Temperature: 27.10\r\n",received
12:18:08 AM.252,"Temperature: 27.10°C\r\n",received
12:18:08 AM.252,"Cloud Temperature: 27.10\r\n",received
12:18:10 AM.318,"Temperature: 27.10°C\r\n",received
12:18:10 AM.318,"Cloud Temperature: 27.10\r\n",received
12:18:12 AM.367,"Temperature: 27.10°C\r\n",received
12:18:12 AM.367,"Cloud Temperature: 27.10\r\n",received
12:18:14 AM.402,"Temperature: 27.10°C\r\n",received
12:18:14 AM.402,"Cloud Temperature: 27.10\r\n",received
12:18:16 AM.466,"Temperature: 27.10°C\r\n",received
12:18:16 AM.466,"Cloud Temperature: 27.10\r\n",received
12:18:18 AM.500,"Temperature: 27.10°C\r\n",received
12:18:18 AM.500,"Cloud Temperature: 27.10\r\n",received
12:18:20 AM.551,"Temperature: 27.10°C\r\n",received
12:18:20 AM.551,"Cloud Temperature: 27.10\r\n",received
12:18:22 AM.599,"Temperature: 27.10°C\r\n",received
12:18:22 AM.599,"Cloud Temperature: 27.10\r\n",received
12:18:24 AM.650,"Temperature: 27.10°C\r\n",received
12:18:24 AM.650,"Cloud Temperature: 27.10\r\n",received
12:18:26 AM.694,"Temperature: 27.10°C\r\n",received
12:18:26 AM.694,"Cloud Temperature: 27.10\r\n",received
12:18:28 AM.759,"Temperature: 27.10°C\r\n",received
12:18:28 AM.759,"Cloud Temperature: 27.10\r\n",received
12:18:30 AM.804,"Temperature: 27.10°C\r\n",received
12:18:30 AM.804,"Cloud Temperature: 27.10\r\n",received
12:18:32 AM.851,"Temperature: 27.10°C\r\n",received
12:18:32 AM.851,"Cloud Temperature: 27.10\r\n",received
12:18:34 AM.911,"Temperature: 27.10°C\r\n",received
12:18:34 AM.911,"Cloud Temperature: 27.10\r\n",received
12:18:36 AM.955,"Temperature: 27.10°C\r\n",received
12:18:36 AM.955,"Cloud Temperature: 27.10\r\n",received
12:18:39 AM.5,"Temperature: 27.10°C\r\n",received
12:18:39 AM.5,"Cloud Temperature: 27.10\r\n",received
12:18:41 AM.53,"Temperature: 27.10°C\r\n",received
12:18:41 AM.53,"Cloud Temperature: 27.10\r\n",received
12:18:43 AM.103,"Temperature: 27.10°C\r\n",received
12:18:43 AM.103,"Cloud Temperature: 27.10\r\n",received
12:18:45 AM.161,"Temperature: 27.10°C\r\n",received
12:18:45 AM.161,"Cloud Temperature: 27.10\r\n",received
12:18:47 AM.215,"Temperature: 27.10°C\r\n",received
12:18:47 AM.215,"Cloud Temperature: 27.10\r\n",received
12:18:49 AM.263,"Temperature: 27.10°C\r\n",received
12:18:49 AM.263,"Cloud Temperature: 27.10\r\n",received
12:18:51 AM.304,"Temperature: 27.10°C\r\n",received
12:18:51 AM.304,"Cloud Temperature: 27.10\r\n",received
12:18:53 AM.356,"Temperature: 27.10°C\r\n",received
12:18:53 AM.356,"Cloud Temperature: 27.10\r\n",received
12:18:55 AM.405,"Temperature: 27.10°C\r\n",received
12:18:55 AM.405,"Cloud Temperature: 27.10\r\n",received
12:18:57 AM.448,"Temperature: 27.10°C\r\n",received
12:18:57 AM.448,"Cloud Temperature: 27.10\r\n",received
12:18:59 AM.498,"Temperature: 27.10°C\r\n",received
12:18:59 AM.498,"Cloud Temperature: 27.10\r\n",received
12:19:01 AM.549,"Temperature: 27.10°C\r\n",received
12:19:01 AM.549,"Cloud Temperature: 27.10\r\n",received